sentence,negativity,neutrality,positivity,compound
"however his tone and way of expressing a bit childish Doesn't sound like someone who's in his late 40S, gone thou so much and doing a successful biz ",0.139,0.739,0.122,0.1255
He said he was in so Because plan to start a CONSTruction company in sg. ,0.0,1.0,0.0,0.0
"But when i asked DId he made friends with anyone when in sg, he said i am the only one the other one a hotel manager in sg. ",0.0,0.853,0.147,0.631
When i became suspicious abt his identity i looked thou his ig profile and notice his photos were few and recently uploaded ,0.116,0.884,0.0,-0.3612
Most of His 'followers' LOOKs like FROM sea with very few caucasian looking ones ,0.0,0.839,0.161,0.3612
Something unusual for someone who has grown up and worked in uk all these while ,0.0,1.0,0.0,0.0
He did NOT ask to meet me or speak with me over phone but got so CHILDISHLy offended when i asked him for a selfie photo ,0.113,0.887,0.0,-0.4437
I suspect this is a scammer who has stolen SOMEONE'S ig account to con people ,0.329,0.671,0.0,-0.6597
I he SINCE BLOcked him and unfollowed him ,0.259,0.741,0.0,-0.2732
But notice recently his follower group has grown bigger ,0.0,1.0,0.0,0.0
He might change his name to continue cheating others so pLEase check out this profile picture and beware ,0.162,0.721,0.117,-0.2516
1. ,0.0,1.0,0.0,0.0
They contacted my dad that my now offers $300/year instead of $40/mth for home wifi ,0.0,1.0,0.0,0.0
My dad asked them to contact me instead ,0.0,1.0,0.0,0.0
2. ,0.0,1.0,0.0,0.0
On 12 oct a guy called Chris called using the number 96336929. ,0.0,0.885,0.115,0.0772
He then explained how the plan works &amp; the amount that we can save if we decided to go for this deal ,0.0,0.868,0.132,0.4939
furthermore this deal is only valid for today ,0.0,1.0,0.0,0.0
He even offered to give me a discount ,0.0,1.0,0.0,0.0
The final deal will be $250 for 1 complete year of WiFi services Upon further enquiring on what action is needed to take up this deal I was told to purchase 250 worth of Google play cards from 7-11. ,0.0,0.891,0.109,0.5106
After that call 6531290703 and look for Chris at extension no 101 AND give him THE 16 digits alphanumeric code That is on the card ,0.084,0.916,0.0,-0.296
I told him that I'll do it later And call him later at 6pm. ,0.0,1.0,0.0,0.0
After that I proceeded to my shop to confirm if there is such a deal and was told that I probably encountered a scammers ,0.0,1.0,0.0,0.0
Caller called on viber. ,0.0,1.0,0.0,0.0
His nickname is change airport ,0.0,1.0,0.0,0.0
He has a strong Indian accent and he told me that I've won $50K from Ishop. ,0.0,0.65,0.35,0.7906
I knew immediately that it was a scam as legit organisation won't contact you via VIBER! ,0.235,0.765,0.0,-0.6114
I was contacted via some foreign number which i hang up multiple occasions ,0.0,0.885,0.115,0.0772
But in Jan this years I picked up the call and caller sold me proposal to trade online ,0.0,1.0,0.0,0.0
I was asked to deposit USD$100 at the beginning and started trading ,0.0,1.0,0.0,0.0
"When I made some profits"", i put down more money and I saw a profit of ""$50K"" in my trading account ",0.0,0.847,0.153,0.4404
As time passed the contact with the broker got less frequent ,0.0,1.0,0.0,0.0
Then come to the point suddenly the broker disappear and became uncontactable. ,0.147,0.853,0.0,-0.2263
I couldn't reach anyone via phone email or even skype ,0.118,0.882,0.0,-0.0191
So i was running solo for the following few months ,0.0,1.0,0.0,0.0
I decided that i can do trades on my own ,0.0,1.0,0.0,0.0
yes i have traded on my own and over the next 3-4 month and made a profit of almost 300% of my invested capital ,0.0,0.781,0.219,0.6808
The problem comes when i have make request for withdrawal of my profits over the few months i couldn't get a single cent back ,0.109,0.729,0.162,0.0772
The request always get rejected by the system ,0.32,0.68,0.0,-0.5106
Can you imaging that i made over 40 requests and not a single times get approved ,0.0,0.823,0.177,0.4215
yes this is where i know i am being scammed of my hard earned savings ,0.093,0.728,0.179,0.3182
I am convinced that i couldn't get back any amount back as this is totally a scam organisation i am dealing with ,0.176,0.705,0.119,-0.3167
My lesson here is not to trade online ,0.0,1.0,0.0,0.0
and put down all my savings ,0.0,1.0,0.0,0.0
I hope my story can help to caution people not to believe such quick-to-get-rich scheme ,0.0,0.682,0.318,0.6808
Think before you act ,0.0,1.0,0.0,0.0
My money lost is a lesson learnt ,0.315,0.685,0.0,-0.3182
"a guy who claimed that he is from wyndham vacation and said that i am selected to get a special vacation treat on 10th october 2019 time 1640, and mentioned that i need to answer 5 prerequisites questions asking me more of my personal details such as my marital status ",0.0,0.888,0.112,0.6597
later he also shared that i could just use sad 99 to choose 3 special destination bangkok phuket or indonesian ,0.134,0.647,0.22,0.25
when i told him i find it too good to be true and refuse to answer his questions that i find it is personal he later said his time is precious and hence hung up ,0.056,0.707,0.237,0.802
i later tried to call up to make sure that the number is valid this time a lady picked up the call and told me another story about their company is promoting a great deal promotion but first i need to again answer the 5 questions before i can proceed and before they sent an confirmation email to my mailbox ,0.0,0.876,0.124,0.6249
this time i chose to just hung up ,0.0,1.0,0.0,0.0
If you received such cold calls simply ignore and don't provide yoour info ,0.172,0.828,0.0,-0.3612
Encountered from pastor app profile was facebook verified ,0.0,1.0,0.0,0.0
He requested we chat on line app and gave me his userid to add him ,0.0,1.0,0.0,0.0
thou photos and conversations seems like a dream man good looks well to do can cook go gym and exercise caring sweet talk etc ,0.0,0.52,0.48,0.9287
too good to be true so beware!) ,0.0,0.455,0.545,0.7177
So thou chats i understood he was a christian went to city church mission ,0.0,1.0,0.0,0.0
"He was a singaporean, parents and sister passed away in car accident when he was 5 and was brought to moscow by his uncle ",0.129,0.871,0.0,-0.4767
His uncle had tumor cancer and is in critical condition at raffles hospital now he even sent me a photo of a patient lying in a hospital bed ,0.377,0.623,0.0,-0.9136
We chatted on phone once and i started to doubt his nationality so did some questioning and he said mom and uncle was thai dad was singaporean. ,0.148,0.852,0.0,-0.4877
I want convinced since it was not consistent to what i understood before ,0.0,0.692,0.308,0.4588
He is working as a designer per time while hoping for an interview call for a maritime job ,0.0,0.843,0.157,0.4215
twice we arranged to meet but it never happen because of his work ,0.0,1.0,0.0,0.0
One day the call came and he had to go out to south china sea to work in the rig for 7 weeks ,0.067,0.933,0.0,-0.128
"At week 2, he asked me to email his company to request for a 3 days leave for him so he can come to so to meet me ",0.046,0.954,0.0,-0.0516
Although weird for me to apply his leave for him i agreed to do so the email address he provided was a gmail which aroused suspicion since he mentioned his company was conocophillips i was expecting a company domain ,0.142,0.803,0.054,-0.34
I emailed anyway and received a reply saying for him to leave the rig there was a transport feel ,0.162,0.838,0.0,-0.1779
I showed him the email and he asked me to pay this fee first and that he will return to me once he landed ,0.06,0.94,0.0,-0.1027
His reason was because he has no money while in the rig ,0.27,0.73,0.0,-0.4019
I refused since it made no sense ,0.524,0.476,0.0,-0.5267
He was agitated when i asked if he was a scammers ,0.273,0.727,0.0,-0.4588
I ignored his texts and thought it was the end but he was persistent continued to shower me with care and later said he managed to borrow part of the amount from a friend and asked me to lend the balance so i blocked him on the app ,0.096,0.747,0.157,0.6529
This guy with a strong Indian accent called my mum up ashes not the account holder of singtel) and without any form of verification they said there was a routine internet problem ,0.079,0.824,0.097,0.1531
"My mum was irritated as the routine was very different from what singtel usually does they ask to talk directly to the account holder), and told the guy off but he was still persistent however he had an audibly irritated tone ",0.133,0.867,0.0,-0.7184
He answered rudely saying that this is why singtel hired me for the IT department ,0.186,0.814,0.0,-0.4939
he then asked to press windows re which we did at first but then when he asked to key something in we immediately cancelled it and told him to call the account holder himself if he was still persistent ,0.062,0.938,0.0,-0.3612
Received a call saying i have a parcel delivery from automated machine ,0.0,1.0,0.0,0.0
Knowing its a scam i feel i have to scold the scammers ,0.478,0.522,0.0,-0.7506
I pressed 5 to speak to the customer service ,0.0,1.0,0.0,0.0
a man called shun feng with a strong Chinese accent spoke to me and ask me for the name ,0.0,0.829,0.171,0.5106
He hung up when I confronted him for scamming ,0.205,0.795,0.0,-0.2023
The number that was shown on my caller ID was fake ,0.231,0.672,0.097,-0.4215
i am a 50 Year Old singaporean running a local music retail company with a partner ,0.0,1.0,0.0,0.0
i ran into some credit card debts and due to some late payments and poor payment record could never secure any term loan to clear the debts with any local banks received a whatsapp message from this person eric wong claiming to be from but credit ate led did a google search and found that but credit was a legal licensed money lender so i trusted him his first message was this hibi am Eric Wong from but Credit ate led Offers You Promotion Loan In Town . ,0.037,0.748,0.216,0.955
5kClear 450x12Month 15kClear 825x20Month(Whatsapp 86703871/ 98106009)UN/UNSUB i took up his offer on the 15k loan by replying to his message this was on 21st sep 2019 he replied to say that the offer has expired and i have to make some transactions with his company to show that i am a old account holder to be entitled for the offer and i naively took his words for it ,0.0,0.967,0.033,0.2732
he then transferred S$460.00 into my des bank account to show that he is genuinely helping me to secure the loan ,0.0,0.805,0.195,0.5574
he said i can return the S$460.00 with interest by transferring 2 payments of S$250.00 back into the job savings account i was flying off to japan on 25th sep so i hurriedly made the banking first transfer bank to him 5 days later he replied again ( always with a recorded vocal message ) to say he is processing the loan and that i can transfer the and part of S$250.00 back to him ,0.0,0.956,0.044,0.4588
2 days later he again messaged to say the S$460.00 loan clearance was 3 i S$250.00 and not 2 i S$250.00. ,0.0,1.0,0.0,0.0
i started getting suspicious when he also said that my loan is getting some trouble getting approved cos the boss found out i was asking from many other credit companies ( which is not true ) . ,0.189,0.676,0.135,-0.2805
yesterday 8/10 at 1PM he asked for the ord payment of S$250.00 before 3PM and i already was not comfortable but still transferred him that ord payment of S$250.00. ,0.064,0.936,0.0,-0.2146
